,Inflected_Word,Lemma,Prediction
3419,গোরু,গোরু,গোরু
3420,ব্যবসার,ব্যবসা,ব্যবসা
3421,প্রাশিয়ার,প্রাশিয়া,প্রাশিয়া
3422,ছড়িটাতে,ছড়ি,ছড়িটা
3423,আদ্রিসির,আদ্রিসি,আদ্রিসি
3424,চিত্রমৃগ,চিত্র,চিত্রমৃগ
3425,লিভনিয়া,লিভনিয়া,লিভনিয়া
3426,ছত্রাকরোগ,ছত্রাক-রোগ,ছত্রাকরোগ
3427,কমপাউন্ড,কমপাউন্ড,কমপাউন্ড
3428,রাজকৃপায়,রাজকৃপা,রাজকৃপা
3429,আইবেরীয়,আইবেরী,আইবেরী
3430,অস্ফুটস্বরে,অস্ফুটস্বর,অস্ফুটস্বর
3431,চাকটি,চাক,চাক
3432,বাক্সে,বাক্স,বাক্স
3433,গ্রূটকে,গ্রূট,গ্রূট
3434,মহকুমাকে,মহকুমা,মহকুমা
3435,ইনটারেস্টিং,ইনটারেস্টিং,ইনটারেস্টিং
3436,প্রশস্তিবাণী,প্রশস্তি,প্রশস্তি
3437,কৌরি,ক,কৌরি
3438,ঘোষশক্তিঃ,ঘোষশক্তি,ঘোষশক্তি
3439,সাযা,সাযা,সাযা
3440,ইত্তেহাদ,ইত্তেহাদ,ইত্তেহাদ
3441,বিএস,বিএস,বিএস
3442,প্রযুক্তিবিদ্যার,প্রযুক্তি,প্রযুক্তিবিদ্যা
3443,হৃদযন্ত্রও,হৃদযন্ত্র,হৃদযন্ত্র
3444,বহুমাসই,বহুমাস,বহুমাস
3445,কিন্সে,কিন্স,কিন্স
3446,হেংকও,হেংক,হেংক
3447,মারিয়ামবে,মারিয়ামবে,মারিয়ামব
3448,প্রত্যক্ষদর্শীরা,প্রত্যক্ষদর্শী,প্রত্যক্ষদর্শী
3449,লিভারটা,লিভার,লিভার
3450,দোতি,দোতি,দোতি
3451,ধারাবহিকতা,ধারাবহিক,ধারাবহিক
3452,ইডিয়টকপিলসিবাল,ইডিয়টকপিলসিবাল,ইডিয়টকপিলসিবাল
3453,ছেলেটার,ছেলে,ছেলে
3454,জানো,জানা,জানা
3455,সদসগণের,সদসগণ,সদসগণ
3456,প্রকোষ্ঠের,প্রকোষ্ঠ,প্রকোষ্ঠ
3457,বাত্যাচুল্লী,বাত্যাচুল্লী,বাত্যাচুল্লী
3458,চাষিই,চাষি,চাষি
3459,কল্যাণভাজন,কল্যাণ,কল্যাণ
3460,তৎসঙ্গে,তৎসঙ্গ,তৎসঙ্গ
3461,পানিও,পানি,পানি
3462,স্বরচিহ্নগুলি,স্বরচিহ্ন,স্বরচিহ্ন
3463,চোপড়ার,চোপড়া,চোপড়া
3464,হিমালয়প্রতিম,হিমালয়প্রতিম,হিমালয়প্রতিম
3465,বাস্তবস্মমত,বাস্তব,বাস্তবস্মমত
3466,নিজেরা,নিজ,নিজ
3467,ভাইরাল,ভাইরাল,ভাইরাল
3468,বিশ্বকোষে,বিশ্বকোষ,বিশ্বকোষ
3469,বদলানোর,বদল,বদল
3470,কিতাবসমূহে,কিতাব,কিতাব
3471,শ্রেষ্ঠভাবে,শ্রেষ্ঠ,শ্রেষ্ঠ
3472,উদ্ভিদগুলিকে,উদ্ভিদ,উদ্ভিদ
3473,ক্রিসমাসেও,ক্রিসমাস,ক্রিসমাস
3474,করম্ভক,করম্ভক,করম্ভক
3475,শ্রেণীর,শ্রেণী,শ্রেণী
3476,লভলিয়াটে,লভলিয়া,লভলিয়াট
3477,অকৃষি,অকৃষি,অকৃষি
3478,পুস্তকবিবরণী,পুস্তকবিবরণী,পুস্তকবিবরণী
3479,ব্যাপারটি,ব্যাপার,ব্যাপার
3480,আইএসপিআরের,আইএসপিআর,আইএসপিআর
3481,ভবিষ্য,ভবিষ্য,ভবিষ্য
3482,শালভাকে,শালভা,শালভা
3483,বোরো,বোরো,বোরো
3484,রাজদরবারের,রাজদরবার,রাজদরবার
3485,ওয়াশিংটন,ওয়াশিংটন,ওয়াশিংটন
3486,ভান্ডার,ভান্ডার,ভান্ডার
3487,পরমা,পরম,পরম
3488,রোভারদলের,রোভার,রোভারদল
3489,কুতুবউদ্দীনের,কুতুবউদ্দীন,কুতুবউদ্দীন
3490,আইনজীবীটিকে,আইনজীবী,আইনজীবী
3491,তাসনীম,তাসনীম,তাসনীম
3492,নাইক্ষংছড়িতে,নাইক্ষংছড়ি,নাইক্ষংছড়ি
3493,আধুনিকালেও,আধুনিকাল,আধুনিকাল
3494,রোমা,রোমা,রোমা
3495,কাঁচাপাটের,কাঁচাপাট,কাঁচাপাট
3496,সিনেটরের,সিনেটর,সিনেটর
3497,ফুটপাতে,ফুটপাত,ফুটপাত
3498,অকভিলের,অকভিল,অকভিল
3499,তালিকাটিও,তালিকা,তালিকা
3500,ব্লাডফরঅয়েল,ব্লাডফরঅয়েল,ব্লাডফরঅয়েল
3501,বিক্রমকেশরী,বিক্রমকেশরী,বিক্রমকেশরী
3502,কেরলকে,কেরল,কেরল
3503,বিএন,বিএন,বিএন
3504,ছারছিনা,ছাড়া,ছাড়া
3505,অমান্যকরণ,অমান্যকরণ,অমান্যকরণ
3506,গীতাঞ্জলি,গীতাঞ্জলি,গীতাঞ্জলি
3507,ঈশতান্ত্রিক,ঈশতান্ত্রিক,ঈশতান্ত্রিক
3508,গরীবুল্লাহর,গরীবুল্লাহ,গরীবুল্লাহ
3509,জীবনকাহিনীসহ,জীবনকাহিনী,জীবনকাহিনীসহ
3510,কো,কো,কো
3511,বেমালা,বেমালা,বেমালা
3512,অসামাল,অসামাল,অসামাল
3513,আমজনকে,আমজন,আমজন
3514,কারটনারের,কারটনার,কারটনার
3515,ক্যাস্টারের,ক্যাস্টার,ক্যাস্টার
3516,শক্তিসামর্থ্য,শক্তি,শক্তিসামর্থ্য
3517,ব্যানার্জী,ব্যানার্জী,ব্যানার্জী
3518,বিক্রিয়কসমুহকে,বিক্রিয়ক,বিক্রিয়ক
3519,নৌকাডুবি,নৌকাডুবি,নৌকাডুবি
3520,ক্ষতিগ্রস্ত,ক্ষতিগ্রস্ত,ক্ষতিগ্রস্ত
3521,ডিসকভারেবেল,ডিসকভারেবেল,ডিসকভারেবেল
3522,বন্ধুত্বপরায়ণও,বন্ধুত্বপরায়ণ,বন্ধুত্বপরায়ণ
3523,প্রশ্বাসের,প্রশ্বাস,প্রশ্বাস
3524,উত্থানের,উত্থান,উত্থান
3525,নিওলিবারেল,নিওলিবারেল,নিওলিবারেল
3526,প্রাসাদটির,প্রাসাদ,প্রাসাদ
3527,জানাচ্ছে,জানা,জানা
3528,ইকোকে,ইকো,ইকো
3529,চর্বিমুক্ত,চর্বিমুক্ত,চর্বিমুক্ত
3530,আকাশচুম্বী,আকাশচুম্বী,আকাশচুম্বী
3531,বক্তৃতা,বক্তৃতা,বক্তৃতা
3532,জাগাত,জাগা,জাগানো
3533,দুর্ভাগ্যজনক,দুর্ভাগ্য,দুর্ভাগ্য
3534,ফ্যাশনাবলি,ফ্যাশনা,ফ্যাশন
3535,জেসওয়াফকে,জেসওয়াফ,জেসওয়াফ
3536,সবধরনের,সবধরন,সবধরন
3537,নারনাউলের,নারনাউল,নারনাউল
3538,তীম,তীম,তীম
3539,নাম্বারের,নাম্বার,নাম্বার
3540,লাইনো,লাইনো,লাইনো
3541,রোজিওর,রোজিওর,রোজিওর
3542,দৌরাত্মমূলক,দৌরাত্ম,দৌরাত্ম
3543,দরজাটির,দরজা,দরজা
3544,দুর্ঘটনার,দুর্ঘটনা,দুর্ঘটনা
3545,ঊনবিংশতিতম,ঊনবিংশতি,ঊনবিংশতিতম
3546,প্রবাদ,প্রবাদ,প্রবাদ
3547,এমতে,এমত,এমত
3548,এগরো,এগরো,এগরো
3549,লোকসংগীতের,লোকসংগীত,লোকসংগীত
3550,পুটনাম,পুটনাম,পুটনাম
