sentence_main,sentence_lemma
অপেক্ষাও রেডিওগ্রাম,অপেক্ষা রেডিও
রেডিওগ্রাম ছদ্মবেশ,রেডিও ছদ্মবেশ
ছদ্মবেশ বেনিয়াটোলা,ছদ্মবেশ বেনিয়াটোলা
বেনিয়াটোলা আবৃত্তিকলার,বেনিয়াটোলা আবৃত্তি
আবৃত্তিকলার গর্জন,আবৃত্তি গর্জন
গর্জন যুগকে,গর্জন যুগ
যুগকে ঠাকুরানী,যুগ ঠাকুররানী
ঠাকুরানী অংশীদারিত্বের,ঠাকুররানী অংশীদার
অংশীদারিত্বের করো,অংশীদার করা
করো আপসহীন,করা আপসহীন
আপসহীন ফলব,আপসহীন ফল
ফলব ক্ষতি,ফল ক্ষতি
ক্ষতি দাঁড়াবে,ক্ষতি দাঁড়া
দাঁড়াবে জরায়ুই,দাঁড়া জরায়ু
জরায়ুই অভিসারের,জরায়ু অভিসার
অভিসারের মণিটি,অভিসার মণি
মণিটি মাংসে,মণি মাংস
মাংসে উত্পত্তিকাল,মাংস উত্পত্তি
উত্পত্তিকাল আদর্শগুলো,উত্পত্তি আদর্শ
আদর্শগুলো পারিলে,আদর্শ পারা
পারিলে তাঁর,পারা তিনি
তাঁর নির্যাস,তিনি নির্যাস
নির্যাস অগ্নিকে,নির্যাস অগ্নি
অগ্নিকে শোক,অগ্নি শোক
শোক মৃত্যুভয়,শোক মৃত্যু
মৃত্যুভয় জেলায়,মৃত্যু জেলা
জেলায় ক্ষত্রিয়া,জেলা ক্ষত্রিয়
ক্ষত্রিয়া গাঁথা,ক্ষত্রিয় গাঁথা
গাঁথা পাত্রীকে,গাঁথা পাত্র্রী
পাত্রীকে রাখছি,পাত্র্রী রাখা
রাখছি বরাবরই,রাখা বরাবর
বরাবরই বাচ্চাদের,বরাবর বাচ্চা
বাচ্চাদের ঘাসটি,বাচ্চা ঘাস
ঘাসটি কোমলে,ঘাস কোমল
কোমলে নবগোপালবাবুর,কোমল নবগোপালবাবু
নবগোপালবাবুর অধ্যবসায়ে,নবগোপালবাবু অধ্যবসায়
অধ্যবসায়ে ধাঁধার,অধ্যবসায় ধাঁধা
ধাঁধার উপভোগ্য,ধাঁধা উপভোগ
উপভোগ্য পড়াকালীন,উপভোগ পড়া
পড়াকালীন অনাবশ্যক,পড়া অবশ্য
অনাবশ্যক অনুষদে,অবশ্য অনুষদ
অনুষদে প্রেমসুধারসের,অনুষদ প্রেমসুধারস
প্রেমসুধারসের ভাষাকে,প্রেমসুধারস ভাষা
ভাষাকে অনুরূপভাবে,ভাষা অনুরূপ
অনুরূপভাবে আনছিল,অনুরূপ আনা
আনছিল আরোহীই,আনা আরোহী
আরোহীই অপরাধকে,আরোহী অপরাধ
অপরাধকে জোড়,অপরাধ জোড়া
জোড় জলপাই,জোড়া জলপাই
জলপাই সূর্যই,জলপাই সূর্য
সূর্যই দেবতাদের,সূর্য দেবতা
দেবতাদের কাঁদবি,দেবতা কাঁদা
কাঁদবি আত্মসম্মানবোধ,কাঁদা আত্মসম্মান
আত্মসম্মানবোধ কমলা,আত্মসম্মান কমলা
কমলা জিহাদ,কমলা জিহাদ
জিহাদ অভ্যন্তরেও,জিহাদ অভ্যন্তর
অভ্যন্তরেও উত্কৃষ্টতর,অভ্যন্তর উত্কৃষ্ট
উত্কৃষ্টতর ডলফিনে,উত্কৃষ্ট ডলফিন
ডলফিনে চটপটির,ডলফিন চটপটি
চটপটির আঁশবিহীন,চটপটি আঁশ
আঁশবিহীন ভর্তা,আঁশ ভর্তা
ভর্তা কর্মক্ষেত্রও,ভর্তা কর্মক্ষেত্র
কর্মক্ষেত্রও তুলিয়াছিলেন,কর্মক্ষেত্র তোলা
তুলিয়াছিলেন আশাভঙ্গ,তোলা আশাভঙ্গ
আশাভঙ্গ কেউ,আশাভঙ্গ কে
কেউ গঠনবাদ,কে গঠন
গঠনবাদ গরুরা,গঠন গরু
গরুরা গরীবকে,গরু গরীব
গরীবকে উত্তাপকে,গরীব উত্তাপ
উত্তাপকে জিব্বায়,উত্তাপ জিব্বা
জিব্বায় অবতারকে,জিব্বা অবতার
অবতারকে কাটাপোনা,অবতার কাটা
কাটাপোনা বাদামের,কাটা বাদাম
বাদামের মিশ্রণে,বাদাম মিশ্রণ
মিশ্রণে অনাহূতভাবেই,মিশ্রণ অনাহূত
অনাহূতভাবেই জয়কে,অনাহূত জয়
জয়কে নত,জয় নত
নত প্রত্যাশা,নত প্রত্যাশা
প্রত্যাশা লাগানো,প্রত্যাশা লাগানো
লাগানো প্রকাশ,লাগানো প্রকাশ
প্রকাশ আকর্ষণীয়দের,প্রকাশ আকর্ষণী
আকর্ষণীয়দের তলদেশে,আকর্ষণী তলদেশে
তলদেশে উপাসনালয়,তলদেশে উপাসন
উপাসনালয় কামরা,উপাসন কামরা
কামরা বলেছেন,কামরা বলা
বলেছেন ধরিয়াছি,বলা ধরা
ধরিয়াছি পিছাইতেছি,ধরা পিছন
পিছাইতেছি অপব্যবহারে,পিছন অপব্যবহার
অপব্যবহারে টলমলানি,অপব্যবহার টলমল
টলমলানি পরম,টলমল পরম
পরম দ্বিতীয়বিভাগের,পরম দ্বিতীয়বিভাগ
দ্বিতীয়বিভাগের সন্ধ্যাতারার,দ্বিতীয়বিভাগ সন্ধ্যাতারা
সন্ধ্যাতারার ডায়েট,সন্ধ্যাতারা ডায়েট
ডায়েট বালিকাকে,ডায়েট বালিকা
